Mean,Variance,Median,Lower Quartile,Upper Quartile,IQR,Skewness,Kurtosis,Peak_to_Avg,Min_Max_Ratio,Power_Range,Coefficient_Var,Label
-31.222703874811554,338.7966429578987,-31.003689599337743,-46.45147416715163,-15.247368048516904,31.204106118634726,-0.13911797513162485,-1.3765860214302947,0.13061731732657814,15.664497047902387,59.80513049352565,-0.589520672704395,0.0
-22.724244777822502,423.5154650117157,-19.14293879739683,-32.7725727718543,-10.443361702637787,22.329211069216512,-0.2846143312011452,-0.5105026572956741,-0.7487539763864751,-3.776124433932223,81.26512984104039,-0.9056182755651209,1.0
-36.26116340408759,369.2191960018888,-33.61511594381384,-50.78798693129701,-21.2772274387659,29.51075949253111,-0.3740754803624675,-0.9143530373763431,0.23284605612262246,9.020740998953144,67.72127294257838,-0.5299079098817407,0.0
-33.5808745824932,391.33101818410694,-32.984810516665306,-47.928010981344585,-22.102238872394253,25.825772108950332,-0.24038113315911286,-0.0982715663093292,-0.05859844449171044,-41.11342179294845,82.87024457389319,-0.5890879425586976,0.0
-28.959920853708553,472.3743682179776,-27.236559922843306,-39.85437508377217,-13.167256631733688,26.687118452038483,-0.4714679463361816,-0.5568753475815096,-0.13868854385116763,-18.426000575004398,78.02276846458108,-0.7504915234921522,1.0
-29.376841239291615,479.318978200127,-25.79857937181305,-50.24077149004421,-15.738194444472363,34.50257704557185,-0.38658790544274785,-0.7487899954809398,-0.07622065171658925,-33.98277962583258,78.33071094692514,-0.7452589773072537,0.0
-30.499815996641765,454.44495286339736,-26.753661003748704,-45.06759563481822,-16.679067459845054,28.388528174973164,-0.29957092194061996,-0.8127492304418129,-0.2120942150711793,-10.964465738395337,77.39614914572523,-0.6989456767317161,0.0
-34.45364456124115,466.3085708650492,-36.566563259818594,-48.90911576525623,-21.067505289343146,27.841610475913086,-0.16876312288547227,0.1521135089758019,-0.30235997751357524,-8.325688436540508,97.1494565130546,-0.6267603724328159,0.0
-29.934403567129202,233.8170626224149,-27.81083354764329,-39.73776469963952,-18.69386538619701,21.04389931344251,-0.40576097649583837,-0.7191818731028281,0.1638604516606672,12.300667029456648,55.43050506369031,-0.5108195271761306,0.0
-28.617999310752317,493.8798928649533,-27.72888284195983,-49.720586666749334,-9.201799664609904,40.51878700213943,-0.05932173856589687,-0.9869647692404246,-0.2608835918372898,-9.55341589020476,78.79144898447426,-0.7765535398775487,1.0
-31.978568765231692,317.24821114335026,-28.499426524198782,-43.18478135074725,-21.958764461737438,21.226016889009813,-0.5469489522879548,-0.0933184118526218,0.08784630362572059,26.9463996978776,72.88860167160131,-0.5569812409367408,0.0
-22.416808099722452,238.29901746254322,-22.323260237194475,-29.499431502397947,-11.512517282149588,17.98691422024836,-0.42668022777486286,-0.6294298154413243,-0.021470971148128234,-113.4828593030568,55.10181828467739,-0.6886322406619696,1.0
