Mean,Variance,Median,Lower Quartile,Upper Quartile,Label,Matrix_ID
-31.309248288196056,435.2464601583004,-28.69430774748608,-36.73811249047205,-14.646050634691658,0.0,0.0
-32.79162088724239,421.9561763196365,-37.68839868229702,-49.281189458532914,-15.93325935996479,0.0,0.0
-27.060019160217433,306.435808366825,-19.597009367067155,-41.827813299564134,-13.076357973102732,0.0,0.0
-33.752859131720825,793.6999928251764,-31.724390319308625,-61.855582011965566,-7.267030984869843,0.0,0.0
-31.846865198727716,180.7110484159782,-30.749156799263517,-44.64047844779753,-22.781607653259744,0.0,0.0
-33.884926477564775,433.07270313524185,-34.8070943503338,-47.125869610145415,-14.80743510277858,0.0,0.0
-38.65622582945414,614.6748469919105,-31.885802465062465,-60.086284771270954,-15.222067439244086,0.0,0.0
-32.16079443841414,503.83901375663766,-29.527815171520274,-43.637511600356,-19.981985821673625,0.0,0.0
-31.97825183094013,445.86299692838713,-30.956044794472096,-44.067504931384704,-12.099920005590462,0.0,0.0
-42.52779477043556,520.6893459806699,-47.36032310375674,-62.37496480634303,-28.02708456817877,0.0,0.0
-35.28016628197475,361.0388780873695,-33.87736705036762,-46.59713254824514,-20.064295975265118,0.0,0.0
-37.301416666617015,625.8903162833958,-44.35399588534469,-57.800044163607595,-13.290074113112572,0.0,0.0
-29.04125095750134,482.40558579647467,-24.683722515066812,-32.489507112073746,-11.679054509395494,0.0,0.0
-41.09953141658234,499.9376481974451,-41.45493476872939,-56.56090565318175,-25.706187355343026,0.0,0.0
-35.42982908848265,427.40588581595273,-33.91263364590685,-49.52745100264025,-25.271905987194053,0.0,0.0
-30.620233150862155,466.59949350420686,-30.190499059689905,-44.77210334078194,-17.05540511816985,0.0,0.0
-32.81349241250917,466.56782918129795,-28.972965068144248,-45.91716217684514,-16.25631312474806,0.0,0.0
-26.99117090457751,266.25003780265706,-25.201066199500687,-43.276015019464126,-13.362780630680074,0.0,0.0
-31.51672324232657,423.4283135360629,-33.82151550556218,-47.29155667732603,-17.5312037247005,0.0,0.0
-34.866000933636926,446.44896216427423,-28.19439236988591,-48.27215438620189,-16.113332995733728,0.0,0.0
-31.478810226822098,187.13251263544242,-31.963131427285074,-36.02050608319622,-20.999137955082936,0.0,0.0
-29.262321820711396,344.70366588314914,-30.658990821584595,-39.60810008037198,-15.144292013978141,0.0,0.0
-34.78732609034079,406.11199623790714,-36.44836482564813,-49.89991258569724,-21.702720255151977,0.0,0.0
-32.25319201194342,534.7760045718372,-31.1311262776248,-52.36581308776069,-8.947143435268243,0.0,0.0
-37.3800513823386,430.30188121505273,-34.577192418481644,-48.722667562717774,-27.960369281042922,0.0,0.0
-29.846483748587843,384.7560235741388,-28.140677224281543,-44.065204418259846,-21.219139589821573,0.0,0.0
-32.87251401848942,389.6437946106203,-30.033002428769613,-47.30947028910422,-15.973009038003363,0.0,0.0
-35.410434504364346,461.9804120993519,-32.68972459578042,-52.58219014786202,-18.381225254167987,0.0,0.0
-41.13623326236973,612.6350335950025,-40.931083782288354,-62.6199469045891,-17.482390441583824,0.0,0.0
-36.654311613880836,413.7538887153002,-38.91632477307668,-50.89987404145465,-22.583207267390552,0.0,0.0
-26.94060544390115,570.6547898200702,-17.15351113625137,-43.67977768584958,-9.634048177679855,0.0,0.0
-30.14545361634692,455.68080546250985,-24.19754584401408,-43.739196743893224,-11.093413506156228,0.0,0.0
-43.493251344766094,551.9885487574676,-48.57130525526382,-61.059824518301355,-25.589509947351814,0.0,0.0
-29.572518531093248,371.9842372957744,-28.522687649112562,-40.42704744137409,-15.454231165880554,0.0,0.0
-31.25622918932699,466.13203804433596,-26.519566136889246,-45.11942400240619,-13.795124704169346,0.0,0.0
-27.949591740962017,528.0100611648899,-23.74596521739384,-44.028255499978194,-12.140087288896302,0.0,0.0
-40.245914825011894,497.94512868449664,-44.01191819272129,-55.329591290547945,-25.072462493813326,0.0,0.0
-30.334583059743448,556.388803159968,-20.990507105565094,-49.28649371392046,-12.40978521727082,0.0,0.0
-33.63563191788376,690.802757500059,-27.193889011067295,-55.624430778005056,-10.437551276130325,0.0,0.0
-39.33646685778071,457.3479096087699,-44.460548077469085,-55.86286529726536,-24.428461083834552,0.0,0.0
-32.01630873344843,654.6048306946893,-23.665517692342384,-53.72424918130479,-11.635512721747208,0.0,0.0
-26.44612840251053,345.8804916254636,-20.264830667190118,-36.73231809546213,-11.870727196223863,0.0,0.0
-28.68455590153878,365.72099667002374,-25.32933208957071,-41.92120958384747,-14.328289018246187,0.0,0.0
-27.583863144545234,662.7738100842593,-23.59143971422838,-39.50215432084423,-7.908050959577716,0.0,0.0
-33.029713165779334,414.55581517290466,-33.02743815316518,-47.259066482011974,-19.695808182977487,0.0,0.0
-37.95436879341129,434.0912197056253,-36.74397042761339,-56.546415967571406,-23.039571782310016,0.0,0.0
-34.86925486730375,479.7839201463604,-39.636973825309994,-46.942338828263736,-23.53540267412597,0.0,0.0
-29.224978571525583,436.9814135853679,-26.072566955026147,-41.909827273929615,-17.09081412874677,0.0,0.0
-34.610630540709096,560.9185637260491,-31.687295185169532,-54.144946407490615,-13.507412740502112,0.0,0.0
-31.621814544513892,291.6804250294653,-32.28355077118354,-41.83032639376692,-20.77280937033785,0.0,0.0
-38.551489931920166,544.6893582485455,-34.934245093279884,-56.31895238031352,-20.371392887042198,0.0,0.0
-33.72801563274707,437.78188842001794,-31.37075916980075,-47.522935142974084,-17.069176449084484,0.0,0.0
-28.397865092853475,237.61365632207838,-28.688065580712625,-37.57235671182842,-16.729176506248553,0.0,0.0
-35.956817054558286,486.83638581719714,-33.043772327905884,-48.677040473585976,-21.807958477608064,0.0,0.0
-27.471794482518636,255.9296824322235,-31.6310606083237,-39.079856625556104,-16.68558155873111,0.0,0.0
-35.59201841085597,463.8016664349281,-28.578882860110856,-52.078332938450814,-22.29264520912785,0.0,0.0
-29.054026062498828,435.01712939618835,-19.447709980520294,-45.49947145233819,-12.376629819539254,0.0,0.0
-28.751510224245,569.7160485596592,-16.63767029072965,-42.7279747339591,-9.982150416016172,0.0,0.0
-36.99782612920092,469.68207076407737,-39.28276245422338,-52.173611460068464,-12.149964929169021,0.0,0.0
-39.457438288977166,780.6015111009862,-36.02827301371532,-64.06948999445915,-15.623713906409256,0.0,0.0
-34.11494397294734,418.2691508691786,-34.89275076903219,-47.794514166779734,-25.487967351867866,0.0,0.0
-32.84113343283029,397.18610804956677,-28.96564182483978,-41.23089888382963,-17.012495551510852,0.0,0.0
-32.48472896519465,364.4672187633359,-30.498177031301196,-42.678169098564226,-21.369164890099583,0.0,0.0
-34.24204951562088,546.2136352581335,-27.752383240552064,-57.20206984683472,-17.855204309552718,0.0,0.0
-33.60032075903151,404.98998888587425,-27.255141461198424,-51.81487638884493,-13.636307764961622,0.0,0.0
-37.60770169833997,716.7977573788636,-33.953294376838,-69.85098865964255,-15.452138551881529,0.0,0.0
-36.80010353493829,381.8302006126046,-31.491818366139785,-46.72996381121551,-25.713809501682498,0.0,0.0
-31.07119694730917,333.19426908895,-27.454052381660368,-42.475196528483295,-17.000769169490233,0.0,0.0
-29.906076863449137,440.09280323746896,-22.51377736783906,-42.94878042622223,-17.720382944388003,0.0,0.0
-37.54910937482019,320.41670774536254,-36.945117530744454,-45.190505426591514,-21.96755757863468,0.0,0.0
-23.971074094598542,371.205215969026,-23.591088260586364,-37.49303497162725,-5.277489887486369,0.0,0.0
-38.65252152835727,500.99443689329036,-43.53413951111963,-59.78163782895074,-13.791003310584104,0.0,0.0
-36.047453420476195,403.31760150335003,-30.979864786282405,-43.854869612230985,-21.97893308717402,0.0,0.0
-38.180436516956455,474.0413904924882,-35.38733944219439,-47.86123214453391,-25.54932312612756,0.0,0.0
-35.27614878287932,423.64019696843195,-32.153230229641885,-48.40534784886329,-21.08464806683738,0.0,0.0
-28.541976024289674,469.52819383168526,-31.458984885975006,-39.687182309181125,-11.247657707934382,0.0,0.0
-36.926170500515354,443.29087578743173,-34.584828868688994,-52.822851230081405,-15.8378761053071,0.0,0.0
-26.171767074116623,353.03559275067846,-19.3757281527275,-38.429071682641336,-14.15527956457912,0.0,0.0
-33.05266554439079,531.1294927198028,-27.958460063719073,-55.160811091926995,-11.119406405490212,0.0,0.0
-32.68399568252611,384.8436519227885,-30.513455294865157,-41.020325214773564,-22.61567156532218,0.0,0.0
-40.237643882038505,697.399958536557,-42.77557660208461,-61.025122064444595,-21.33091956748489,0.0,0.0
-30.766265389488275,452.5959806233608,-30.866359589446503,-48.335256153258044,-13.621387014540142,0.0,0.0
-38.152052040925035,595.4979960940667,-38.22715019761449,-58.943373113521304,-20.245959015040945,0.0,0.0
-34.783713530863714,710.9817934858542,-26.12829059980926,-56.03266379565855,-16.690194160821047,0.0,0.0
-39.544039935003454,528.6224597271548,-35.58172084679287,-64.37014805864212,-24.891032238428092,0.0,0.0
-35.86495531647361,346.7823829503354,-38.40616694235638,-49.93743254516914,-21.43571367572034,0.0,0.0
-26.82337738258052,220.63059222754032,-26.108091072168595,-37.97444894649128,-16.76855026095331,0.0,0.0
-42.89632317699757,436.1973457890823,-43.91032247732153,-62.11691804795849,-18.79256309662607,0.0,0.0
-28.936980369430096,283.79126836357176,-26.18513081109056,-40.090702828596264,-14.766862585763144,0.0,0.0
-29.75135218797712,330.216768518975,-28.55564717639422,-40.518170767541505,-17.68199453476742,0.0,0.0
-35.49835892590615,479.9505028370146,-35.39915426865562,-45.242420648238436,-18.812568596531307,0.0,0.0
-39.125410672103854,507.8148455460232,-35.47880465850721,-55.52496536290361,-19.75105434571775,0.0,0.0
-33.31846116972103,424.54489516232695,-32.909598257354475,-47.070209544086,-22.508471979296555,0.0,0.0
-34.33501860033304,544.1915036638986,-32.6592016220435,-50.163586368933274,-12.07821132564236,0.0,0.0
-25.173310278493496,297.0511454961477,-22.732646486148237,-37.14029811971933,-13.129176849818261,0.0,0.0
-24.68681444718786,217.9530319875049,-22.569282624161847,-36.18783583473255,-15.046130876754109,0.0,0.0
-29.03557982199633,369.9107941815886,-26.696571808105404,-43.04254168759221,-18.27142889460882,0.0,0.0
-34.207815052163525,489.9600615680627,-32.27184492230689,-49.87316152531299,-15.870170503451021,0.0,0.0
-31.656869993228373,311.7426859570701,-27.080574285510583,-42.45465230355961,-21.277450373648026,0.0,0.0
-38.07156406180496,604.1319888175492,-30.46745028202739,-58.29419410648606,-21.92685634228106,0.0,0.0
-34.25104807230541,401.6085589949782,-33.691586618132405,-48.848723890613556,-22.698330918593324,0.0,0.0
-34.260878699494285,570.3151523004018,-31.60045818664448,-56.15918564655179,-12.979099287853245,0.0,0.0
-30.416571542903363,417.70555582621336,-24.60221327799254,-41.69910910945879,-15.137864045396574,0.0,0.0
-28.526480915458045,327.9288137380864,-22.17883886638799,-40.69559564501054,-16.788600370283024,0.0,0.0
-33.36770485190801,306.3153217627003,-32.57218211360636,-48.264179353139625,-16.099060481671543,0.0,0.0
-31.020391898512713,425.56927419877564,-26.74444688131129,-47.705780734039294,-15.392418971040607,0.0,0.0
-28.39314612123233,367.4759347207588,-26.308804466974653,-37.28813214733136,-11.401660147133187,0.0,0.0
-36.94196351681107,493.51923212773283,-32.97166769166084,-52.937219419732074,-14.67950093134504,0.0,0.0
-38.14416265412315,565.6297785634539,-46.21774058973699,-58.41542695976962,-17.68285859954319,0.0,0.0
-34.12000639846663,303.5869402367591,-33.59789515080725,-44.5112004996679,-20.79124707248634,0.0,0.0
-40.18071620050853,434.3670592389326,-41.57844618147293,-54.47732513529401,-21.571387037898724,0.0,0.0
-29.86798317150069,224.14971721795376,-28.73830835940526,-34.98402390677306,-19.79803140445936,0.0,0.0
-29.541986520604638,391.29779107483876,-26.75288512767326,-37.87978513819769,-13.41981656720587,0.0,0.0
-31.93890160025429,470.9207926912948,-29.07776879016366,-38.88296668058342,-17.61190400034419,0.0,0.0
-35.778860173099744,377.4110217156185,-31.571507218067726,-51.795224905639444,-21.542122956511932,0.0,0.0
-32.95834493034583,500.38610136991576,-27.84609786616917,-50.989591911551784,-16.500551460669705,0.0,0.0
-32.35983699498229,363.5317349146941,-31.9138520078082,-45.90186411561331,-14.223852620358423,0.0,0.0
-36.03861429227682,483.46916829687615,-30.96544113278095,-53.226826194334954,-19.435687622869292,0.0,0.0
-34.34608831108359,282.4190604704518,-35.71820894174759,-48.13933002877358,-21.636735809700415,0.0,0.0
-32.28205629819895,410.62420126853294,-31.671488704040186,-48.43559000389168,-18.793930628167768,0.0,0.0
-36.45289872957275,391.9628889412998,-34.30741504059896,-45.41760216758301,-21.172266866383183,0.0,0.0
-31.814199720581207,394.39379579902703,-31.736689156275936,-45.27809223459174,-17.084431367798206,0.0,0.0
-29.909187887144093,465.37061328773336,-26.495579999433467,-39.17114130669965,-13.613437538218944,0.0,0.0
-32.8056025974256,507.25410206299875,-31.815858072713194,-53.47559222795429,-11.67745902540641,0.0,0.0
-32.932396516688584,324.98984691025606,-29.570332818709353,-39.265455419471756,-20.04455895652771,0.0,0.0
-35.54975069455216,341.7333895686205,-35.419991036739546,-47.27186697798879,-25.125306172972202,0.0,0.0
-33.63448622257687,354.1688083741451,-36.95461466692589,-48.49403303393667,-17.070946321608805,0.0,0.0
-36.92262673113893,489.3423677166911,-39.83871150205262,-51.542063920428845,-21.806056447997555,0.0,0.0
-27.281792822319296,293.97713174512376,-24.23065725879014,-40.35663269378535,-15.116905537748341,0.0,0.0
-35.801880880867635,400.5852415695106,-38.29902486368678,-50.921880483608355,-21.416882601963334,0.0,0.0
-38.02562411959878,500.2325890824517,-39.64659639460803,-54.31160192231193,-22.068442282993587,0.0,0.0
-35.441011460754325,525.7631342910912,-32.69041967462843,-57.091243362056936,-14.435974502010126,0.0,0.0
-38.49781000907477,474.03889331759666,-37.22944026748497,-61.19577088104016,-26.35800723330201,0.0,0.0
-43.64228146389186,349.97352903396586,-44.09051246245026,-60.265149174945286,-31.476076175816633,0.0,0.0
-35.037658929086504,455.0481253938903,-32.57109303555261,-49.20742261821349,-23.064778956449196,0.0,0.0
-29.670579672337244,301.40999444407373,-26.821348333054175,-37.727885624667074,-18.2480429237531,0.0,0.0
-31.446219962929298,664.1691098534845,-22.008875408622984,-49.45494864412489,-12.479191930865655,0.0,0.0
-34.53295100118008,401.70119071942406,-36.7200128274956,-49.13690528042459,-18.16595922764874,0.0,0.0
-33.03130739317481,513.5602666098937,-28.52627685413522,-50.132902109778485,-14.75312203758548,0.0,0.0
-35.43736851672583,576.5066849403712,-35.2877229976463,-56.0621512288312,-13.60704922156631,0.0,0.0
-35.75973002709979,551.8034638131351,-33.12870458731078,-58.907031625282535,-23.39881903298393,0.0,0.0
-32.703979834311134,703.0728838323123,-26.66773686268713,-46.52129775880397,-12.296672066654331,0.0,0.0
-32.92178730418965,351.8108447880416,-33.53214549365778,-42.82998848797329,-18.213269636042973,0.0,0.0
-33.958694078422816,533.9906356508327,-27.76285864374328,-54.77241616867296,-17.98440296264092,0.0,0.0
-26.772883395577697,497.00191895738317,-25.60173863794343,-39.44060641688535,-8.374202483147641,0.0,0.0
-41.93305096798544,358.51684368413703,-39.51969485469017,-59.72429383697619,-27.977682326663235,0.0,0.0
-32.7898944786251,416.74368440701966,-33.58846552756782,-45.210994900976786,-25.51326618860292,0.0,0.0
-37.0227652474231,623.7492854733985,-28.63606418711548,-64.1959152841107,-17.69381418208719,0.0,0.0
-26.1442810281832,479.76844547430403,-21.682758651142272,-38.4321991623109,-9.948015917728593,0.0,0.0
-34.8667252887333,287.86438155988867,-36.992635477724846,-46.89038835624016,-22.988222122095955,0.0,0.0
-33.08843492574456,561.4896576751023,-33.437601727152156,-41.033375224343935,-15.527776779520938,0.0,0.0
-38.04441131138189,399.46977921144673,-46.19867173895848,-55.06683179524032,-19.03740424292426,0.0,0.0
-33.41480150935512,385.58452840552206,-29.901059379623906,-41.30708886623088,-19.527526062919513,0.0,0.0
-32.80026213586272,418.3283359282106,-29.163403420994026,-49.339058119937384,-15.555531925167433,0.0,0.0
-33.66934009263244,587.1708359925526,-29.974502835152496,-48.89061122704052,-12.948520550274822,0.0,0.0
-33.660200234660465,472.3174976115964,-32.47131553244675,-51.225780940590376,-16.224027712293978,0.0,0.0
-31.11799966039855,351.0163065091089,-30.467259475467493,-38.94692946207469,-18.916789316949547,0.0,0.0
-36.58358534978556,576.8068083902488,-30.384360484792314,-57.9420654290176,-22.004431534463606,0.0,0.0
-23.30703468691673,239.91481114670327,-21.140314247397598,-28.508871917212044,-11.939060013425504,0.0,0.0
-40.03274363180733,471.0109531946938,-40.75007833119234,-55.392099295610144,-15.836507966456903,0.0,0.0
-29.557977611031124,453.58703832898135,-29.485986368530433,-42.664427031547575,-12.031306746358249,0.0,0.0
-33.930988249950914,384.8078436864028,-27.915354130589456,-48.45280144517359,-21.907330773945013,0.0,0.0
-28.429807751273707,340.6382739017145,-28.41954259619805,-39.76143703036186,-16.323945486719907,0.0,0.0
-43.11938414199081,625.0926970828235,-54.0395095995335,-64.88793721200108,-22.706418192676885,0.0,0.0
-36.798132281301704,419.27206516044555,-31.029890462340255,-44.86296933859453,-24.39353164124727,0.0,0.0
-36.853586782842555,509.19271586969796,-29.288199575922135,-53.04297569760762,-17.659627755586833,0.0,0.0
-27.22081846808219,239.83624547888917,-28.58340551787942,-35.065511800753285,-18.668736808035028,0.0,0.0
-32.63044326307853,559.3057174768715,-33.161789956025856,-54.02951831162805,-14.172567361193702,0.0,0.0
-34.89964736249074,298.61495861883105,-37.395753343779035,-43.59477261915437,-24.144778116489096,0.0,0.0
-39.22184249292444,654.846941110086,-34.14363406495622,-62.00431185584809,-14.781697932577956,0.0,0.0
-27.2970051087186,219.72677167590487,-25.039537149398,-40.38328886136453,-14.857901793215175,0.0,0.0
-30.691919689064832,270.60538630547586,-29.703707419016915,-43.11972640047652,-22.864049358177123,0.0,0.0
-34.120633141355604,276.2137497483848,-35.35461851860264,-45.52772516584074,-20.710291552637084,0.0,0.0
-32.52823067954296,360.6117868065038,-37.17903549409922,-46.39206759479223,-16.407161466376603,0.0,0.0
-39.36747107032105,338.1122640858149,-37.78841581343727,-49.20305793033549,-24.63361768710356,0.0,0.0
-37.8900389372284,638.8790470232609,-38.04331373017983,-62.193248232315824,-17.55802661583543,0.0,0.0
-33.961098629643786,409.60403169767187,-26.303378996579866,-50.37598960365806,-16.334432362937715,0.0,0.0
-33.82950208233224,521.7193502975961,-31.817528818050512,-54.646597445062156,-15.097093167927461,0.0,0.0
-32.13905172392297,359.93395851332554,-38.155963603946894,-47.993835108626115,-13.737406428526299,0.0,0.0
-36.429543808063336,585.2588116625191,-40.41943027728655,-56.860584821492964,-19.208294295715078,0.0,0.0
-38.884850750251736,515.4189005092935,-34.95719546712645,-57.30944146142465,-24.662162301322248,0.0,0.0
-32.59666465922158,400.36848300925175,-35.98271165689047,-47.85848611130737,-13.312981263142717,0.0,0.0
-29.11423481247067,408.7916558576996,-28.235636400409284,-43.53541751272219,-11.75584193459066,0.0,0.0
-26.565116666604467,332.29772366913176,-17.371110183589018,-31.528136058354015,-15.082857844689768,0.0,0.0
-28.679834227808378,359.22965807816666,-28.36703268473298,-40.17872668065262,-13.866307072252242,0.0,0.0
-35.379256103814605,438.2385107322243,-34.962628936784284,-51.20152571643406,-21.07671064273005,0.0,0.0
-42.092360167860626,461.45411076137015,-40.886965389275815,-57.07772277397238,-25.9586052582893,0.0,0.0
-40.01203627883173,448.84476973148656,-35.29369284812698,-55.48068111194373,-23.010925730927234,0.0,0.0
-26.984732073201105,297.9682045254134,-24.787922513301908,-34.81828189729612,-16.49712847091886,0.0,0.0
-28.844791479720858,295.0862238032795,-31.620721172234923,-39.60775436160313,-10.303728614235112,0.0,0.0
-43.00992605195093,556.3360635671545,-46.85388856519694,-63.452756023227664,-23.53129548042195,0.0,0.0
-30.149903019043705,220.3138104387021,-34.226023214380945,-41.770405973859305,-18.303012945096654,0.0,0.0
-34.584435639120365,542.6512802401128,-28.890863281554406,-52.59006823335548,-18.336323943302375,0.0,0.0
-36.56586300806338,661.1303960262693,-33.67091182060801,-64.94401534631288,-14.908946413061473,1.0,0.0
-35.767837603558576,462.12156219263596,-27.523433629225956,-53.04748771916374,-17.664353270931528,1.0,0.0
-34.97287313462669,352.77325037404387,-30.559884806299443,-43.81683096297316,-19.450374309649888,1.0,0.0
-39.03827982990788,457.97011994016503,-37.054406716108105,-55.02523459586845,-23.31361611546804,1.0,0.0
-38.05314853717057,521.1943984246457,-38.51654332726826,-52.704555497108615,-21.48861290752314,1.0,0.0
-32.536992641944316,431.3804837560333,-24.903662313933754,-45.21576467128463,-13.888367261737013,1.0,0.0
-40.24205366690202,451.32585692269606,-43.83278529662654,-60.216231121318266,-23.610677437656058,1.0,0.0
-34.070501190394246,359.7460146777345,-27.481527375428065,-48.25087210112552,-17.765397101314527,1.0,0.0
-36.26250576364121,454.3233473395705,-39.68947017243839,-52.424103209642766,-17.980731331333434,1.0,0.0
-37.263041539158614,479.93600031858966,-32.062217182661016,-54.91437579991255,-23.627984037778457,1.0,0.0
-31.462957840811168,342.14125089252883,-29.143374511803433,-39.55142322768977,-16.450824143559228,1.0,0.0
-30.615385277275273,439.53854371059407,-30.119955742869152,-45.6758563504811,-13.614150302235092,1.0,0.0
-40.04817208252068,709.309618859206,-33.298544806775574,-63.83433327064044,-15.316784052636653,1.0,0.0
-46.781578021686705,528.7119905068995,-54.36652731620469,-63.309523338527,-35.49201816417926,1.0,0.0
-33.21187795886546,368.78259694584693,-29.68846899521204,-44.308827849943164,-15.804476854191694,1.0,0.0
-38.23274566623112,445.60607731743977,-38.41522404433218,-48.466010922494675,-21.249511411900727,1.0,0.0
-36.44907918604616,750.6770028412227,-28.253069102565533,-64.13239888128075,-14.75396924315692,1.0,0.0
-40.1400460712307,573.9136795656933,-40.19070757101183,-62.518857536149554,-20.55986471056634,1.0,0.0
-49.67440864739102,494.09444438325846,-52.62979237577888,-68.16321038074845,-35.78486561975,1.0,0.0
-32.85939950523259,325.8562043376035,-32.87695153195496,-43.96872956095169,-15.217079254838396,1.0,0.0
-43.55973976389353,543.5519200671472,-46.568552874509926,-58.53742610552651,-26.563722288250936,1.0,0.0
-37.233422849109274,422.1734292009388,-37.273642785735305,-54.15922998880604,-21.69426050432717,1.0,0.0
-31.654687819428972,281.42267610245057,-28.34317460456762,-46.278113796419184,-19.21897874155127,1.0,0.0
-36.028109767494605,345.42350932165385,-36.13562949894772,-47.82314898887644,-24.443551086638113,1.0,0.0
-35.64286596833739,315.11915248288045,-38.924940850357004,-51.28885424878675,-19.14503151987743,1.0,0.0
-34.74040056435949,449.2813537383193,-39.384392331724335,-46.98844122366255,-19.946959767791697,1.0,0.0
-31.52221961876931,398.2472641593448,-32.8687903553686,-43.830186230659066,-15.406246896690464,1.0,0.0
-33.268310256844075,450.81487545340013,-37.570913316538174,-47.878488320200745,-13.661915352490956,1.0,0.0
-32.56949207984131,377.3935793213816,-31.5477836843924,-54.24575789629057,-18.34685506635023,1.0,0.0
-32.74102949351427,530.8495228590726,-26.220684150666266,-48.03631136528797,-15.808688936470512,1.0,0.0
-37.35660014041837,572.6799236758548,-37.314794691120696,-51.90776912724728,-15.473589400247736,1.0,0.0
-32.416808099722445,238.29901746254328,-32.323260237194475,-39.49943150239794,-21.512517282149588,1.0,0.0
-42.150691245734706,561.355413129834,-37.46545348559451,-65.88610351667185,-25.30599657084958,1.0,0.0
-35.62309814144646,446.4389578154495,-30.469946040209226,-60.84842646924995,-18.951825458687004,1.0,0.0
-37.720899504719746,499.28541617729206,-27.568574482413275,-56.227837905996296,-20.040738934751293,1.0,0.0
-35.541452653906774,514.6333518143146,-27.845144659660214,-49.260489064152296,-17.42572336144437,1.0,0.0
-27.625586240757634,372.40822855460067,-26.560789443383555,-42.075570959753165,-13.143178010357218,1.0,0.0
-43.219936006482094,557.5471937403902,-48.1991602561849,-59.87356355939427,-26.637186627754513,1.0,0.0
-40.324144947286996,420.3707103064131,-37.11253871985714,-54.19545310258891,-24.075451283371383,1.0,0.0
-29.538352719200656,440.2031847765673,-25.358877750848922,-32.69604540536904,-16.237415939737655,1.0,0.0
-31.669609158257067,565.2608943129883,-26.096893486695855,-53.383806579827386,-14.708485591806399,1.0,0.0
-33.93330449536878,371.5280733151797,-31.78656131057145,-48.29964068300989,-16.988804555378582,1.0,0.0
-41.95855113323763,532.0721736926641,-50.224599722888144,-60.30646598262889,-21.72772760534847,1.0,0.0
-29.088739149265354,467.49738665745116,-19.84443305578872,-47.46060160850796,-9.655324184210615,1.0,0.0
-36.97434896564543,356.9831935079816,-31.31153740834901,-48.33316156961283,-24.02347406381387,1.0,0.0
-36.70273045905842,546.9306329253028,-36.44684576405489,-52.86402934761548,-18.281778270828184,1.0,0.0
-37.70449184863299,461.4744309962005,-33.34079703093835,-55.98163887732385,-23.339472244630645,1.0,0.0
-36.05867524520984,429.6199603257013,-31.877349714322367,-50.48267873394856,-20.773902562782006,1.0,0.0
-34.61373523066568,467.0106644853522,-25.847791793360088,-53.02131376203931,-20.41932375390168,1.0,0.0
-47.25173688307807,493.7307382005996,-45.973253898191444,-69.03211773467214,-29.271747941883245,1.0,0.0
-42.08373902834445,630.1180068932517,-39.70340443878985,-62.8573587483621,-22.5280656877122,1.0,0.0
-45.06887407873138,387.453563805498,-48.566562480098824,-62.09304977610947,-33.31822522264434,1.0,0.0
-33.74309404900892,329.5281727807226,-35.51639760105864,-48.95245405749353,-18.789226421918983,1.0,0.0
-34.625386679957906,335.5717507499311,-39.01408064016387,-46.31948528091703,-16.872060007720698,1.0,0.0
-47.1658634383331,442.7369612317154,-55.51026806583246,-61.176265671720074,-23.136037054276954,1.0,0.0
-39.426855647014136,253.08076395458775,-40.32020025651819,-48.4094638742911,-31.82249758601342,1.0,0.0
-31.615290794744773,376.67544888136626,-24.28220648257298,-38.922693032472125,-17.219196277728052,1.0,0.0
-37.63575357797075,355.0990758379641,-31.079004589432248,-54.59144604727312,-22.572253580296078,1.0,0.0
-37.9352406622681,528.1836871704834,-38.95537784159419,-52.07584541250711,-18.82267197222603,1.0,0.0
-37.70179501894542,561.0080157503636,-34.008236907082576,-56.89628957007153,-19.781591189838014,1.0,0.0
-35.60686844487626,433.53954690498415,-31.182329587920236,-56.31093661554078,-21.554003273635068,1.0,0.0
-41.36152682217464,467.6616477824371,-44.051274949262904,-54.780147476630695,-21.133566199972208,1.0,0.0
-44.55322193954702,411.2165572286197,-49.95274434849765,-55.28883856790263,-26.10425917330042,1.0,0.0
-41.47147878204369,408.9984903654855,-44.25455025970037,-58.739846992803116,-24.078840030455098,1.0,0.0
-36.3351024989767,524.7448567920385,-30.537901334141697,-50.820359965597156,-17.83686917256812,1.0,0.0
-47.59479014359509,547.5660906903811,-56.800638829081606,-69.1140924745506,-24.182202118377468,1.0,0.0
-38.632035620236834,383.38492735666006,-34.33486881926975,-57.59288490150666,-22.973254329777074,1.0,0.0
-44.326699052697904,405.3363321934296,-40.2247496375359,-60.855766684474744,-33.11692404127541,1.0,0.0
-49.415790448150744,340.484299795089,-53.02375532530112,-62.39399255651414,-33.93800470241244,1.0,0.0
-31.320264186532352,348.4227642633447,-26.168706177113805,-45.408965899303155,-14.703542714891961,1.0,0.0
-36.53337803167613,409.3224991311455,-41.25611311837744,-55.04976603016745,-16.6055784638949,1.0,0.0
-36.46559041479877,457.5022154018822,-33.27949413465402,-53.096839358690715,-21.837516181238378,1.0,0.0
-30.213575258801644,462.77278276549123,-27.086427953049995,-52.75901176052349,-15.434328762228377,1.0,0.0
-39.765207897282345,366.44659574853193,-40.93646197692188,-56.565571284109154,-19.58418585461097,1.0,0.0
-36.520924595632195,376.7284200581395,-32.71857775194778,-53.5940354442692,-18.59286714013684,1.0,0.0
