0.00,125.75,120.93,32.32,154.98,112.97,186.23,18.05,36.94,121.40,82.73,30.45,172.13,47.62,105.32,119.33,126.16,28.34,28.29,77.63
125.75,0.00,223.46,124.35,46.39,214.24,62.61,128.06,119.31,12.75,45.65,100.90,268.44,132.91,26.21,225.52,25.96,131.66,110.65,61.10
120.93,223.46,0.00,107.37,256.46,16.45,282.10,104.74,118.41,221.87,194.76,128.16,58.17,112.76,203.03,14.15,223.87,95.21,117.82,175.59
32.32,124.35,107.37,0.00,156.32,95.55,184.28,15.55,15.34,118.78,104.97,23.44,146.77,15.42,98.97,109.43,118.85,15.57,17.15,71.30
154.98,46.39,256.46,156.32,0.00,244.50,35.80,157.28,158.21,40.03,74.87,134.27,300.97,165.70,59.94,254.75,67.28,161.25,147.72,89.88
112.97,214.24,16.45,95.55,244.50,0.00,276.85,95.94,106.59,209.71,189.97,116.34,62.92,100.93,191.54,15.67,212.05,88.30,106.00,163.52
186.23,62.61,282.10,184.28,35.80,276.85,0.00,189.92,175.57,74.03,104.29,163.06,331.05,190.23,85.32,287.21,67.82,191.63,171.44,121.17
18.05,128.06,104.74,15.55,157.28,95.94,189.92,0.00,23.01,123.71,94.04,32.76,154.09,30.84,107.63,102.46,128.47,11.68,22.42,79.94
36.94,119.31,118.41,15.34,158.21,106.59,175.57,23.01,0.00,118.43,103.99,25.82,155.48,21.99,102.73,120.47,117.58,26.61,17.17,75.56
121.40,12.75,221.87,118.78,40.03,209.71,74.03,123.71,118.43,0.00,41.30,96.93,261.71,125.90,25.58,221.17,31.32,127.32,111.56,50.85
82.73,45.65,194.76,104.97,74.87,189.97,104.29,94.04,103.99,41.30,0.00,81.81,246.45,114.65,27.31,196.33,46.06,101.67,95.33,38.53
30.45,100.90,128.16,23.44,134.27,116.34,163.06,32.76,25.82,96.93,81.81,0.00,167.99,34.83,78.25,130.22,97.62,36.37,19.43,52.49
172.13,268.44,58.17,146.77,300.97,62.92,331.05,154.09,155.48,261.71,246.45,167.99,0.00,146.63,245.73,54.78,265.61,144.77,160.45,212.06
47.62,132.91,112.76,15.42,165.70,100.93,190.23,30.84,21.99,125.90,114.65,34.83,146.63,0.00,110.04,114.82,124.79,24.71,25.59,79.54
105.32,26.21,203.03,98.97,59.94,191.54,85.32,107.63,102.73,25.58,27.31,78.25,245.73,110.04,0.00,205.09,20.84,111.23,95.73,35.86
119.33,225.52,14.15,109.43,254.75,15.67,287.21,102.46,120.47,221.17,196.33,130.22,54.78,114.82,205.09,0.00,225.93,95.58,119.88,177.40
126.16,25.96,223.87,118.85,67.28,212.05,67.82,128.47,117.58,31.32,46.06,97.62,265.61,124.79,20.84,225.93,0.00,132.07,106.05,55.74
28.34,131.66,95.21,15.57,161.25,88.30,191.63,11.68,26.61,127.32,101.67,36.37,144.77,24.71,111.23,95.58,132.07,0.00,26.03,83.55
28.29,110.65,117.82,17.15,147.72,106.00,171.44,22.42,17.17,111.56,95.33,19.43,160.45,25.59,95.73,119.88,106.05,26.03,0.00,69.78
77.63,61.10,175.59,71.30,89.88,163.52,121.17,79.94,75.56,50.85,38.53,52.49,212.06,79.54,35.86,177.40,55.74,83.55,69.78,0.00
