0.00,127.96,248.05,129.06,27.11,113.52,43.39,20.48,166.19,25.95,94.02,86.45,224.00,102.13,25.08,157.66,165.12,68.62,178.12,48.33
127.96,0.00,123.84,29.98,148.83,46.45,129.49,117.64,45.39,117.62,46.96,82.33,104.18,41.18,119.99,37.28,280.40,67.44,53.48,115.70
248.05,123.84,0.00,133.48,272.67,153.66,241.27,229.52,102.40,228.21,160.79,177.19,24.06,153.01,235.54,103.03,396.81,179.43,78.09,212.79
129.06,29.98,133.48,0.00,148.96,46.43,110.52,117.63,59.52,103.12,46.81,56.10,124.43,27.53,108.43,59.78,271.11,67.20,65.06,97.05
27.11,148.83,272.67,148.96,0.00,132.04,57.90,45.06,192.57,45.85,112.06,108.09,248.61,121.44,40.53,184.77,148.56,93.23,201.85,68.23
113.52,46.45,153.66,46.43,132.04,0.00,127.73,93.62,79.70,112.53,23.47,67.49,132.23,34.34,118.23,55.18,278.64,53.20,85.29,99.30
43.39,129.49,241.27,110.52,57.90,127.73,0.00,34.11,161.15,17.43,104.26,69.33,228.38,96.66,18.31,163.73,162.92,74.53,167.80,32.22
20.48,117.64,229.52,117.63,45.06,93.62,34.11,0.00,155.08,18.91,76.95,68.16,205.46,91.81,24.62,139.71,185.02,50.47,159.83,30.04
166.19,45.39,102.40,59.52,192.57,79.70,161.15,155.08,0.00,152.32,87.65,107.81,88.79,83.52,155.91,33.22,320.04,108.13,25.46,142.00
25.95,117.62,228.21,103.12,45.85,112.53,17.43,18.91,152.32,0.00,89.06,62.64,214.60,85.58,7.43,148.53,169.60,59.34,157.87,23.40
94.02,46.96,160.79,46.81,112.06,23.47,104.26,76.95,87.65,89.06,0.00,49.22,136.94,20.99,94.76,74.18,255.17,32.75,92.42,82.58
86.45,82.33,177.19,56.10,108.09,67.49,69.33,68.16,107.81,62.64,49.22,0.00,169.02,47.02,67.86,103.49,232.24,18.11,107.56,44.89
224.00,104.18,24.06,124.43,248.61,132.23,228.38,205.46,88.79,214.60,136.94,169.02,0.00,134.99,221.93,93.18,382.59,158.90,71.05,204.75
102.13,41.18,153.01,27.53,121.44,34.34,96.66,91.81,83.52,85.58,20.99,47.02,134.99,0.00,92.41,75.72,251.60,42.85,89.07,84.67
25.08,119.99,235.54,108.43,40.53,118.23,18.31,24.62,155.91,7.43,94.76,67.86,221.93,92.41,0.00,154.23,164.38,65.04,161.61,27.70
157.66,37.28,103.03,59.78,184.77,55.18,163.73,139.71,33.22,148.53,74.18,103.49,93.18,75.72,154.23,0.00,314.64,93.11,33.66,132.16
165.12,280.40,396.81,271.11,148.56,278.64,162.92,185.02,320.04,169.60,255.17,232.24,382.59,251.60,164.38,314.64,0.00,225.45,325.99,192.04
68.62,67.44,179.43,67.20,93.23,53.20,74.53,50.47,108.13,59.34,32.75,18.11,158.90,42.85,65.04,93.11,225.45,0.00,109.78,49.83
178.12,53.48,78.09,65.06,201.85,85.29,167.80,159.83,25.46,157.87,92.42,107.56,71.05,89.07,161.61,33.66,325.99,109.78,0.00,136.23
48.33,115.70,212.79,97.05,68.23,99.30,32.22,30.04,142.00,23.40,82.58,44.89,204.75,84.67,27.70,132.16,192.04,49.83,136.23,0.00
