0.00,201.66,121.37,237.76,215.72,182.98,97.70,124.29,82.60,71.13,85.83,170.60,225.50,385.72,195.89,110.92,111.67,287.77,209.12,129.04,205.93,355.26,166.15,238.53,76.11,163.55,98.65,272.78,148.56,186.34,181.33,189.73,180.09,134.56,162.23,128.61,140.15,201.31,120.91,105.41,175.36,73.77,288.24,134.27,237.09,213.29,161.93,46.12,55.19,168.59,105.19,249.69,281.94,81.91,118.01,384.32,66.10,237.39,151.92,294.81,145.30,248.45,61.99,357.47,87.25,205.52,154.16,517.40,219.89,221.86,256.22,117.70,110.15,273.06,102.13,94.87,114.04,123.77,67.74,78.32,204.72,325.55,205.04,301.08,60.38,344.62,1196.36,160.93,151.03,184.50,206.85,145.54,57.23,260.53,200.12,156.20,74.82,227.50,117.16,285.55,50.16,215.65,72.31,77.22,85.84,149.37,161.55,162.95,101.40,246.18,256.92,37.37,83.60,161.66,271.86,116.44,206.13,287.53,155.30,209.73,252.60,214.32,151.36,590.06,321.72,144.44,277.94,275.78,176.25,177.99,158.11,260.80,195.80,210.89,96.75,72.60,67.31,123.87,59.36,222.49,195.91,38.57,154.07,233.84,79.26,247.24,127.87,157.74,230.82,106.92,231.98,280.81,168.20,208.09,314.67,211.75,184.48,86.11,97.61,149.80,145.27,70.29,63.22,42.94,52.26,144.97,185.93,244.34,163.93,102.47,164.76,138.72,83.26,120.49,264.75,50.39,83.82,341.53,97.72,62.93,161.54,75.64,242.83,111.42,114.32,303.86,236.08,105.13,123.59,304.86,317.18,256.27,307.27,52.08,115.46,259.83,182.91,240.54,156.54,723.93,139.18,81.74,147.80,87.99,266.97,67.21,375.96,264.19,175.64,318.86,264.66,137.78,57.16,172.24,74.00,57.39,157.78,198.19,349.80,89.36,228.91,238.46,174.46,186.06,1367.16,209.04,105.98,172.72,151.20,84.06,72.28,75.99,304.83,300.93,88.86,167.13,101.23,100.67,197.53,43.22,320.92,192.46,93.08,233.98,127.46,176.47,135.96,424.88,153.24,68.16,77.99,281.16,101.37,152.13,63.87,160.49,207.70,107.95,63.26,162.13,136.56,99.19,398.68,118.63,116.02,198.86,96.69,241.81,180.70,356.38,71.53,110.56,200.87,150.59,242.96,124.45,106.23,226.99,144.38,227.22,191.59,256.02,158.20,178.83,64.25,50.09,254.37,204.17,329.94,90.50,83.03,246.93,140.40,113.08,170.34,144.93,127.79,124.12,111.61,177.28
201.66,0.00,258.50,415.05,416.61,332.15,238.20,307.46,236.94,172.93,270.57,338.33,369.52,547.25,352.64,271.37,142.03,117.74,367.21,303.15,345.42,173.68,311.97,404.34,151.07,328.38,139.23,450.56,349.98,53.81,79.46,360.77,357.18,292.67,323.28,263.51,89.79,378.39,115.61,273.25,358.41,145.65,462.93,303.82,436.49,65.85,314.37,192.09,233.62,353.86,263.07,410.41,459.34,224.86,298.20,562.57,241.53,95.41,154.97,457.19,283.19,418.13,185.86,531.68,228.41,378.47,145.27,681.19,393.29,393.69,432.65,267.15,282.98,449.31,124.18,269.52,279.36,260.67,165.14,229.35,385.29,503.56,378.82,478.49,208.36,495.87,1394.65,115.39,102.10,91.87,134.33,98.70,173.57,426.89,367.01,346.18,169.39,57.76,274.86,448.47,220.68,30.95,221.41,254.37,269.54,312.54,356.84,282.54,237.52,423.93,455.34,176.75,242.10,346.05,447.56,189.19,63.94,451.46,301.02,339.03,391.60,59.89,319.57,741.56,483.05,305.77,448.52,430.58,220.63,342.41,71.87,419.98,385.62,385.78,250.48,218.51,212.65,315.29,186.95,398.60,357.70,234.17,340.11,411.73,186.96,413.88,302.13,328.36,376.32,234.82,395.84,452.92,54.66,31.77,492.08,386.59,331.75,252.59,124.90,285.24,338.21,228.46,221.15,196.46,178.38,156.20,73.06,422.35,71.16,167.04,300.86,311.05,164.57,249.74,94.01,213.68,246.32,513.00,133.93,192.01,321.82,194.99,409.03,287.94,284.02,140.91,111.86,252.34,229.27,459.09,494.29,428.75,485.15,198.80,289.06,434.90,102.49,405.04,170.05,870.71,289.14,243.15,314.18,237.11,430.92,236.57,547.96,406.26,328.40,487.44,442.67,308.10,226.72,106.93,191.50,231.74,149.40,353.36,541.00,236.01,390.56,395.30,71.93,342.23,1560.55,390.09,244.64,53.49,98.64,236.47,241.51,207.37,482.19,478.56,258.41,354.05,158.09,259.67,360.95,177.04,474.78,328.30,274.24,434.60,136.36,349.47,308.22,572.99,333.10,185.81,247.42,86.92,143.16,283.99,184.09,281.68,397.56,241.30,163.71,301.62,332.51,234.99,576.78,254.94,263.24,380.18,226.70,420.39,349.44,518.54,195.48,235.64,356.57,308.46,44.26,273.07,171.08,404.97,287.80,263.92,362.96,427.98,311.74,326.20,210.27,171.68,409.98,380.64,492.01,224.23,261.93,424.74,300.38,280.22,344.27,319.56,134.15,127.91,235.45,344.42
121.37,258.50,0.00,178.04,175.39,128.70,61.34,79.17,74.62,165.84,127.01,86.16,123.49,294.67,100.36,45.05,159.75,343.37,120.52,90.32,101.18,410.94,88.25,152.06,127.58,76.11,138.52,199.48,111.47,235.92,273.99,130.01,106.52,48.42,218.66,51.21,199.89,135.67,170.98,94.47,134.45,175.81,216.81,67.64,198.92,266.57,78.69,90.19,102.75,111.71,29.90,182.85,213.65,45.90,196.63,314.65,79.42,329.95,234.30,204.92,63.29,179.58,111.68,297.08,69.23,126.73,246.41,433.27,157.16,147.60,180.38,26.65,119.08,197.17,147.60,120.87,126.76,37.20,124.20,77.41,143.89,253.15,134.29,227.74,111.31,244.73,1157.40,223.36,227.97,261.91,304.62,205.80,135.73,178.67,119.66,194.07,167.73,295.92,40.90,221.93,98.42,257.20,114.83,187.54,194.97,82.81,208.99,69.42,62.59,173.50,223.30,91.95,161.95,130.59,200.38,177.01,243.97,213.73,55.23,99.55,139.16,305.04,95.59,493.09,359.62,142.13,201.94,205.81,234.34,104.43,229.09,170.79,157.08,133.66,83.76,62.32,92.80,81.94,99.39,163.09,105.42,137.64,102.68,162.38,172.44,161.61,227.28,89.81,125.15,51.97,149.21,205.88,231.24,258.01,240.94,134.43,265.66,114.50,196.57,58.24,114.20,110.82,71.66,106.51,140.51,223.96,221.86,170.21,216.49,182.16,195.55,62.71,155.57,22.77,327.08,108.86,50.45,264.03,149.44,114.43,86.29,111.13,156.75,45.97,83.54,352.93,328.66,105.10,238.23,207.19,255.58,176.50,233.41,117.75,161.01,182.65,256.73,153.20,250.58,621.68,52.15,80.95,77.94,38.63,178.64,140.03,296.22,161.05,86.93,248.42,190.46,78.28,83.96,225.62,116.53,75.09,224.73,137.62,298.85,103.62,143.62,157.77,236.57,103.95,1323.08,147.94,49.33,243.50,200.22,48.87,138.38,91.92,236.21,228.12,34.63,121.66,176.04,39.43,112.88,147.95,228.77,103.26,125.66,192.91,167.49,112.59,63.07,470.16,93.81,119.39,133.47,327.48,177.50,37.01,158.25,102.90,162.33,40.70,127.96,57.13,92.05,185.28,329.41,55.84,21.88,138.03,55.81,179.11,102.82,276.23,162.88,81.51,140.42,63.15,278.79,191.93,182.39,153.35,57.95,342.48,124.37,187.80,78.99,73.41,160.55,102.83,160.96,143.61,241.13,115.48,63.38,173.06,60.21,39.47,102.46,72.02,167.82,203.90,62.69,112.28
237.76,415.05,178.04,0.00,106.66,105.27,180.41,143.76,220.85,299.38,256.10,131.01,98.94,164.50,137.99,172.98,304.24,476.39,107.77,128.62,100.21,549.89,148.07,50.62,276.24,137.86,294.76,57.99,120.64,394.48,400.06,60.82,118.02,146.54,284.62,207.98,340.65,50.28,310.33,210.53,80.41,298.56,78.39,125.02,105.95,412.62,105.69,232.58,238.11,108.64,172.86,68.97,60.44,197.32,301.37,178.51,231.70,470.31,356.47,93.90,171.01,92.26,251.18,243.75,199.55,84.69,382.37,362.16,74.64,47.25,53.47,176.64,242.37,78.13,304.06,262.99,279.47,204.43,254.59,237.87,65.50,125.27,88.15,93.76,250.36,338.41,1061.79,356.46,366.76,394.57,435.04,338.38,277.66,39.33,67.78,325.31,299.15,427.92,153.68,378.20,215.61,412.34,217.27,301.93,302.05,130.65,317.91,202.92,193.51,34.32,111.95,243.77,250.07,148.46,54.07,261.59,405.02,160.62,132.00,143.73,165.32,432.91,186.34,383.26,419.78,211.24,62.06,114.93,313.75,88.49,379.01,87.08,194.50,96.05,184.33,217.37,230.30,131.31,255.37,61.22,101.98,248.35,119.58,50.58,298.49,127.31,355.97,153.72,82.32,189.21,68.10,101.67,362.33,411.72,165.42,92.90,316.13,185.42,334.21,165.25,208.34,205.45,202.49,236.46,271.87,352.47,390.09,122.81,360.58,286.80,269.69,126.00,278.84,191.18,482.35,261.02,182.93,129.21,288.69,252.37,243.43,258.73,82.00,160.80,216.25,499.98,450.87,211.47,345.54,134.59,107.78,60.57,79.59,226.95,276.45,72.36,379.09,62.62,384.73,505.92,172.79,212.27,173.87,188.04,84.85,206.73,197.53,129.31,112.25,101.03,56.27,111.15,204.65,366.40,266.93,215.41,339.04,95.54,217.99,226.43,48.44,98.84,373.60,141.39,1431.57,227.47,174.03,387.61,343.79,182.49,245.40,229.09,97.71,78.39,163.57,227.41,318.81,183.04,79.97,271.25,101.69,126.28,265.45,101.81,320.08,87.08,135.55,554.73,108.39,259.97,269.06,477.26,304.72,165.90,257.02,230.13,67.55,181.05,261.15,175.24,164.42,335.93,173.29,192.90,167.15,125.01,214.43,84.61,149.88,210.58,261.50,216.64,85.44,122.92,440.13,264.23,291.27,66.20,146.80,454.38,54.75,180.02,182.85,114.72,292.58,262.64,96.19,50.19,117.68,253.54,187.35,84.07,160.14,142.47,124.30,115.53,321.83,325.09,216.51,121.97
215.72,416.61,175.39,106.66,0.00,103.62,198.91,113.45,190.11,244.81,182.81,146.68,139.70,257.90,177.90,161.38,327.17,480.81,165.03,182.28,102.79,529.43,153.92,101.46,284.62,185.48,307.16,118.76,67.25,395.05,365.29,121.04,114.79,166.83,321.30,200.23,346.41,91.96,324.30,177.42,73.49,280.84,155.56,137.85,77.06,421.38,122.63,231.86,189.59,75.97,181.25,143.61,114.11,201.57,221.93,238.18,176.16,435.34,312.79,142.18,221.50,117.21,258.41,308.36,203.93,91.96,303.94,411.25,58.55,94.04,82.52,168.95,171.07,97.59,311.23,180.27,201.24,203.34,275.70,199.17,71.58,160.51,51.70,121.98,239.07,388.34,1024.49,346.99,342.66,358.68,347.98,339.06,258.71,129.95,78.83,243.64,255.33,404.73,161.45,306.09,197.03,423.70,199.61,220.49,229.03,125.36,253.68,224.85,214.59,80.81,115.33,242.97,233.21,72.80,128.88,329.03,414.40,166.20,181.66,140.11,215.33,410.71,183.72,461.70,476.46,246.42,147.16,185.29,345.14,159.44,367.07,145.02,118.46,142.88,168.62,207.51,232.54,118.49,274.69,81.94,145.95,191.21,89.92,80.13,257.25,121.12,285.20,126.93,109.25,207.67,91.72,138.62,376.74,416.58,185.20,119.89,363.08,246.01,291.76,190.52,113.80,251.00,200.12,241.23,247.77,319.14,394.92,146.86,365.17,283.89,331.96,120.30,264.77,197.92,473.30,221.94,177.37,213.81,310.64,259.54,180.36,280.63,102.68,129.81,148.45,508.70,404.71,194.67,272.12,176.66,164.07,101.99,129.82,227.72,186.61,84.26,354.91,110.28,310.44,595.80,154.19,201.35,148.83,199.76,115.70,237.80,239.45,190.57,107.62,202.94,97.84,113.76,198.51,375.98,248.26,185.90,324.03,109.44,188.38,200.80,112.29,116.96,372.92,118.34,1361.55,153.72,183.49,375.13,356.21,195.25,191.84,244.82,130.45,158.02,160.40,167.25,301.08,176.03,121.92,243.88,191.23,141.52,203.80,56.28,342.74,67.62,120.58,614.39,84.07,264.14,198.56,489.25,288.85,161.16,239.13,255.23,72.32,191.68,262.94,174.99,92.41,278.84,251.50,216.50,170.64,51.10,216.17,84.66,181.22,228.36,238.06,232.58,93.82,176.81,452.46,320.93,272.22,72.62,169.73,384.18,76.28,246.90,191.48,123.28,233.96,265.81,126.89,98.53,206.57,276.74,166.91,106.20,191.05,156.41,90.23,110.99,342.91,299.06,237.89,97.68
182.98,332.15,128.70,105.27,103.62,0.00,110.86,78.87,158.17,229.22,198.27,110.51,117.25,264.63,138.69,117.17,242.09,410.25,116.34,122.75,90.70,462.16,80.06,124.29,211.49,143.82,243.35,141.27,58.08,333.01,309.67,52.77,83.11,98.31,282.21,142.43,264.38,74.37,252.08,142.24,65.61,214.98,162.33,74.79,137.63,352.04,60.21,173.37,176.78,70.65,120.25,113.31,140.03,138.82,215.51,253.16,176.70,396.05,278.60,171.71,179.68,128.58,178.04,245.10,135.86,74.09,308.90,397.50,67.34,101.84,123.67,119.99,166.73,140.51,248.34,197.63,220.44,156.27,207.42,180.29,104.95,187.67,73.13,152.54,192.67,346.55,1098.64,279.19,287.83,313.38,356.45,264.83,222.31,142.77,82.76,260.00,213.76,337.20,97.20,323.30,144.60,342.39,123.61,232.87,217.32,63.48,251.91,134.83,135.84,104.58,141.10,186.52,172.52,63.39,149.53,252.03,359.52,200.51,130.82,101.72,173.51,347.19,156.52,474.97,416.33,206.41,160.07,144.86,311.63,90.51,296.12,154.87,125.15,99.83,97.79,162.05,176.52,72.34,212.60,100.21,105.92,189.92,55.53,94.25,214.76,114.69,290.00,87.86,122.38,131.02,110.16,148.08,290.72,343.72,180.71,90.75,298.97,194.22,257.64,108.96,131.18,203.24,142.19,179.59,215.01,278.89,326.77,117.39,303.99,204.00,257.95,71.57,205.33,142.65,416.83,201.80,127.15,224.06,222.99,186.45,187.55,199.20,113.67,97.68,142.74,454.69,357.30,119.86,248.14,187.55,164.04,129.27,169.87,140.18,189.55,127.28,302.98,132.26,311.91,609.01,117.65,162.74,107.27,141.41,142.17,189.21,243.57,155.21,69.51,204.41,131.23,50.52,141.82,314.00,213.48,158.74,257.47,37.67,253.10,146.33,115.62,138.57,310.53,98.02,1373.75,172.55,93.47,320.66,283.09,133.36,151.73,172.00,157.84,179.37,108.19,172.76,263.68,126.87,78.49,199.67,204.45,71.20,210.97,130.14,262.41,68.47,80.33,562.85,45.82,195.11,198.41,407.83,226.93,114.38,162.18,156.16,94.24,118.89,173.54,121.53,96.75,280.38,270.30,146.25,110.67,116.68,153.53,116.33,145.91,246.24,163.85,145.22,31.68,120.84,369.92,263.23,206.27,99.44,89.78,370.26,83.60,188.71,164.42,70.38,229.94,201.31,139.34,70.06,219.39,202.02,126.63,111.23,150.55,91.71,56.05,61.38,274.36,231.33,169.44,50.45
97.70,238.20,61.34,180.41,198.91,110.86,0.00,97.27,80.95,152.09,122.84,113.66,159.14,320.79,134.89,52.55,135.18,319.10,151.94,68.67,136.56,383.97,111.58,177.51,104.97,106.14,132.77,217.63,132.29,238.65,239.82,126.42,124.93,70.76,204.40,81.10,168.11,144.03,146.13,79.62,145.18,131.63,231.18,68.23,218.63,247.53,88.76,84.22,98.71,140.86,48.07,176.25,225.74,37.43,151.79,327.59,87.17,309.81,217.22,236.77,83.10,197.07,88.87,298.57,46.57,148.65,234.71,452.86,164.78,165.36,199.26,66.95,91.33,215.92,141.27,123.55,135.11,62.08,103.74,82.06,167.59,270.17,159.72,245.13,107.91,282.25,1175.36,199.58,210.42,239.06,282.86,175.24,134.85,195.01,138.28,188.34,139.44,262.63,64.97,258.57,69.27,235.25,63.73,165.66,156.51,81.18,179.83,71.98,30.08,190.73,235.80,88.29,113.93,128.08,214.00,148.16,249.18,255.29,91.48,154.76,187.78,266.41,93.85,520.41,327.40,132.34,213.93,198.49,225.76,111.84,206.88,193.57,173.69,153.89,37.10,66.32,83.25,96.93,102.10,180.64,137.98,109.42,121.47,178.47,145.80,189.73,215.75,99.91,162.98,28.43,170.36,220.46,190.25,240.56,258.55,154.31,224.21,96.75,165.92,70.58,120.67,104.85,56.95,89.27,134.26,207.40,222.45,188.97,207.76,129.65,162.25,81.43,128.33,58.89,323.24,106.73,43.88,279.87,113.07,94.95,134.17,92.30,185.32,70.56,80.78,346.17,294.35,55.95,189.37,239.01,259.94,199.24,251.77,64.46,128.31,202.32,241.60,180.16,234.44,654.33,97.04,74.13,85.78,34.20,209.46,110.65,310.10,196.89,124.18,253.73,209.30,85.53,53.07,210.25,121.36,72.07,183.42,125.49,327.05,79.88,163.61,191.62,224.73,151.24,1348.86,191.42,31.42,231.01,173.28,27.42,91.48,74.83,248.95,245.79,48.22,143.67,176.08,59.16,136.89,117.62,253.56,120.49,121.57,216.91,153.70,136.88,90.99,465.96,115.41,98.47,122.73,303.75,154.09,94.23,108.80,70.61,177.88,39.50,92.40,103.29,118.14,183.21,341.89,42.69,60.59,175.81,55.29,202.69,123.28,314.71,113.95,55.61,122.96,88.27,261.86,171.38,134.26,172.27,64.12,299.86,136.14,198.35,97.20,111.36,154.53,106.57,197.93,147.64,261.97,95.12,50.64,191.35,81.98,51.14,122.59,88.83,163.65,165.70,60.13,113.88
124.29,307.46,79.17,143.76,113.45,78.87,97.27,0.00,97.28,160.75,121.32,61.30,141.26,303.13,87.87,67.10,219.04,370.56,108.33,99.61,104.48,434.68,80.08,132.19,173.67,87.62,196.78,172.17,55.43,281.81,259.64,87.93,73.12,77.38,232.35,91.06,233.35,110.26,216.02,97.42,87.88,175.31,203.64,50.20,135.60,308.51,57.89,124.14,98.56,58.05,90.09,155.14,170.19,92.77,177.60,288.31,103.10,330.77,229.40,176.57,127.43,162.79,150.51,256.62,101.06,89.39,238.70,418.24,113.26,139.27,143.52,78.31,106.23,160.18,202.85,122.70,144.84,109.97,167.42,113.70,112.24,222.71,89.81,189.42,140.55,290.35,1107.43,240.36,231.12,263.93,291.39,229.43,148.76,171.99,116.28,186.62,155.39,306.93,66.86,250.30,97.40,311.12,114.08,164.54,169.53,34.87,191.04,122.49,108.95,142.39,167.87,135.36,165.37,54.74,173.71,219.97,303.57,205.24,87.78,118.53,154.33,302.48,111.55,496.10,371.47,160.18,186.90,176.48,259.15,92.96,253.71,171.40,78.57,104.74,83.22,113.53,123.58,34.73,168.28,128.73,79.91,129.97,60.36,131.42,157.12,127.06,224.88,49.51,142.68,99.15,132.54,187.32,267.91,303.69,202.93,102.20,270.02,152.79,206.54,97.13,84.19,148.25,98.46,128.38,141.26,224.39,283.83,136.12,254.42,186.85,222.68,44.81,164.65,100.44,360.22,124.13,68.77,259.23,202.28,156.71,125.01,171.64,122.64,53.43,82.01,398.74,313.57,108.54,212.79,222.59,216.60,140.16,196.68,131.64,136.43,145.77,260.39,140.11,241.09,626.00,60.61,110.61,69.54,98.82,147.02,146.63,285.38,178.56,92.89,234.32,158.84,36.20,99.00,263.26,165.06,91.10,234.64,103.93,271.77,103.06,145.27,153.69,260.10,95.28,1300.61,111.95,82.87,265.45,246.07,86.83,113.96,137.88,193.24,205.46,57.82,107.43,192.51,84.12,93.42,133.05,223.63,103.97,132.20,127.17,233.94,74.22,30.07,506.65,48.97,161.23,126.75,376.63,180.15,67.47,156.90,161.70,113.83,82.90,157.58,81.43,31.32,210.51,302.32,108.08,74.12,99.02,107.08,133.72,98.84,273.62,163.17,139.05,98.38,83.48,343.37,210.71,185.95,116.92,75.42,325.30,102.01,172.63,111.94,92.44,152.25,156.73,172.10,102.10,244.17,174.34,73.61,135.61,94.24,62.43,55.31,49.87,234.27,201.48,129.00,62.06
82.60,236.94,74.62,220.85,190.11,158.17,80.95,97.28,0.00,109.94,68.74,126.37,196.38,362.89,130.97,54.17,155.67,290.70,178.51,101.32,149.12,352.22,147.66,194.38,102.99,115.63,130.31,244.04,129.43,204.95,207.77,168.02,137.69,119.96,162.76,102.69,167.31,179.96,141.46,55.93,177.85,134.37,273.29,106.74,213.28,231.31,129.44,55.55,42.69,135.25,82.25,229.92,241.26,50.96,136.69,356.16,36.44,274.33,162.88,233.83,88.26,227.14,76.02,337.71,34.87,157.81,176.56,473.10,187.80,206.44,207.27,83.50,94.50,224.22,127.23,48.17,68.42,71.09,99.24,61.49,181.79,285.38,154.75,255.06,54.35,289.03,1187.36,169.57,160.78,189.20,231.48,160.26,76.92,232.24,181.16,132.46,100.04,233.23,99.90,241.20,41.38,235.40,60.45,122.61,129.04,118.38,157.16,140.70,70.40,211.41,253.00,62.81,111.92,147.55,234.47,155.89,224.30,270.16,119.13,162.76,206.02,256.09,94.26,549.55,326.44,85.84,251.40,249.69,176.63,159.80,180.06,230.11,171.03,176.38,70.51,34.55,44.37,111.47,88.22,198.02,143.06,88.35,128.05,195.11,100.84,188.41,167.48,115.01,196.24,62.93,184.13,256.09,205.07,229.25,267.75,165.43,221.47,85.07,158.48,129.52,124.31,79.65,32.67,70.61,85.49,153.51,206.53,199.08,176.40,141.49,161.01,109.70,105.61,74.46,283.20,61.18,56.34,325.49,132.06,74.43,143.64,107.05,183.19,64.85,84.37,318.59,255.66,64.40,172.30,276.69,291.94,209.28,260.34,75.08,95.44,209.59,196.01,201.70,185.77,678.62,94.87,36.73,103.20,56.86,205.57,93.71,352.24,233.94,151.17,303.89,221.97,116.48,46.55,185.87,67.86,31.25,174.11,184.27,352.92,40.98,202.89,208.48,186.21,159.70,1343.69,186.39,90.32,189.81,167.96,53.53,72.92,63.81,261.86,277.04,68.61,157.12,116.62,77.93,145.84,99.15,277.88,170.04,76.04,209.70,156.21,135.44,95.80,425.02,120.29,77.85,69.32,299.19,122.29,100.61,110.16,140.50,194.01,66.55,87.41,110.82,107.25,143.80,365.11,79.27,84.93,168.58,53.63,205.14,128.10,334.98,111.54,90.56,180.46,102.14,266.26,153.56,132.36,189.95,128.90,286.12,174.62,242.45,80.60,147.13,95.08,85.38,232.76,175.51,301.54,111.40,75.67,200.77,87.36,96.73,122.86,111.35,156.31,144.77,70.31,137.56
71.13,172.93,165.84,299.38,244.81,229.22,152.09,160.75,109.94,0.00,106.20,213.89,287.43,449.57,225.65,141.23,89.31,237.40,264.10,180.20,244.74,302.69,222.44,281.32,59.06,203.11,62.56,328.17,195.11,150.25,136.33,239.40,228.21,199.18,194.63,170.03,102.21,263.90,80.69,142.86,243.55,52.42,359.25,189.49,274.58,176.95,204.18,76.67,70.93,215.62,168.95,300.45,329.17,123.80,142.72,442.95,88.88,191.47,106.58,326.95,187.65,313.58,91.02,411.44,114.60,247.81,83.02,562.72,268.12,292.40,301.64,175.07,129.61,318.30,67.40,101.80,125.49,171.47,65.53,106.52,267.02,376.92,248.53,348.52,86.72,384.43,1237.44,110.59,98.79,134.35,140.19,97.37,50.89,318.30,264.65,173.25,33.47,178.15,180.70,304.24,87.55,179.60,116.33,81.46,112.08,190.83,190.98,216.45,146.53,297.10,318.37,83.99,122.74,182.24,324.18,96.17,176.70,350.77,209.64,258.80,294.53,181.83,188.56,641.56,364.45,177.11,337.36,320.21,135.29,239.39,122.53,316.86,213.03,260.56,140.07,123.01,93.23,187.94,106.71,284.30,231.72,72.96,207.73,285.98,52.67,282.88,138.21,198.50,288.20,139.72,277.33,342.88,136.51,172.00,361.91,256.40,206.98,138.04,51.91,205.29,165.97,109.99,105.08,77.32,41.39,98.98,150.11,291.34,121.16,71.75,190.51,196.50,41.37,169.91,228.66,77.69,137.45,411.45,67.18,90.79,198.18,120.82,278.02,157.59,121.40,271.86,190.74,142.56,84.01,368.48,371.78,297.75,354.51,97.46,126.36,303.89,139.01,288.33,87.37,770.21,186.97,118.18,184.32,142.87,299.91,106.47,439.04,324.99,238.84,384.64,313.05,189.05,110.97,131.70,78.02,100.24,112.68,254.93,402.37,114.18,291.71,299.86,128.54,240.84,1392.65,239.48,161.22,130.32,112.10,129.19,110.17,104.04,352.34,361.15,147.14,204.03,65.63,164.56,237.78,43.55,369.35,245.78,122.12,261.96,98.47,221.24,185.74,458.53,205.08,85.00,77.86,245.07,56.49,199.23,77.27,216.25,268.15,142.94,71.80,211.00,159.82,99.91,455.74,158.46,174.25,218.81,139.74,291.53,218.43,420.00,87.49,166.31,249.72,193.47,208.01,155.03,69.11,277.02,199.92,179.14,254.45,324.27,183.64,237.97,40.30,90.02,318.86,257.28,389.84,143.90,133.90,294.16,180.84,176.24,214.04,201.12,99.88,81.24,155.22,216.42
