mean_scaled,variance_scaled,median_scaled,percentile_75_scaled,percentile_25_scaled,label
0.030509458880317288,-0.04210282865025722,1.113764569497615,-0.17448696491638585,-1.0524890929522168,1
1.2937481603661984,0.7584006544463272,2.0589374522147788,0.8610813322071232,0.6107858472929848,1
0.6663961700368308,-1.0187564038676966,1.1064098871135561,-0.14466439669566208,1.9449822157869492,1
1.1574506971037255,1.6400429169021935,-0.2560560849197803,1.1153773742384194,0.013821557097075913,1
0.49061355449289584,0.12071945894107294,-0.8352836870404119,0.4170947698287624,1.0147780135219515,1
-0.9754294437128638,-0.3027944585993462,-1.7855073312866399,-0.7897571301537603,-0.9453159868653602,1
0.27513191084066585,-0.42840498524563425,0.20251544106908947,0.2740664656540735,1.2540298198530815,1
-0.36634057163203837,-0.6291518759636973,0.10138151018860639,-1.211642517094573,0.07327013889311451,1
-0.5150247485756129,-0.8804833643819222,-0.33791080353059005,-0.6956743858628153,0.0020850536254733557,1
-0.30032453594837905,-0.41499541017412317,0.4802953581095958,0.10175331281362061,-0.44401262355721344,1
1.6464792936068133,4.752774690619626,1.1332411026212341,0.537739778046494,-0.6269517255946405,1
-0.3204075159994349,0.2908137269784651,-1.018837690007095,-0.16152566219747166,0.11389635500300335,1
1.978859196438812,1.705806993703009,1.2468173627391042,0.7461762765702843,0.822038713515178,1
-2.385508431059468,-1.3253507179225736,-2.4673224383924284,-1.1656875157289706,-1.3276075481781116,1
-1.0829262581864916,-0.9363904403159288,-0.23370011110053596,-0.5721437285795298,-1.7276155843763876,1
0.8316896864091987,-0.1441711514534483,0.040521526313480834,1.1843579433824063,0.6278044474714846,1
0.3368311412142619,0.6281665940523631,0.3062856377951806,0.1744897318112853,-0.03075939260164767,1
1.2425626271632986,0.14885853009382344,0.9131496113761653,0.1349761903552328,1.6038580044912063,1
1.6981151761058548,0.019587044638869604,0.6445206495510212,0.7409113797021982,2.6087918850026317,1
0.4851880503523299,-0.17263273159878864,0.737356855035982,0.5608489129443299,-0.5074252065511746,1
0.534021682760255,0.48162136731490396,1.284097195219243,0.01127912989478167,-0.49213490097188184,1
0.7121706762239202,0.6543759637212301,0.6724399617618034,0.6852985724132828,-0.10653713023502402,1
-0.3918289030216014,-0.7940670788347948,-0.14541709093968977,0.5561898367933517,0.01173257370126656,1
0.9663198377131365,1.0993985979570882,0.11439416087145164,0.2245354538197364,0.49237540453746553,1
-1.0260830535190306,-0.25005648395600577,-0.8573080207254711,-1.4203706292031928,-0.22261630507909935,1
1.0580970669007956,-0.9128806666077562,2.1835339450799482,0.8176550404276627,1.3324710414302376,1
0.46450232691768456,-0.4348410682092939,1.869118659865338,1.3221300714439501,0.9309602878984046,1
2.4468560018133885,1.5055520556605169,2.037496832227374,1.7125372570682775,0.7130609425276047,1
-0.5143531152522415,-0.5537158372683273,-0.2981054228148459,-1.029041585320448,1.1717937407803167,1
-0.10215512348716502,-0.562755480178012,0.5444672200603619,-0.3664073678962946,0.5263376381188966,1
0.2710990455681381,-0.7286633693651843,1.0152910121649614,-0.4736902372915259,0.476451180972515,1
-0.31960179250738724,0.7421568106698007,-1.3320398830705122,0.06789893306703443,-0.6214760285730359,1
-0.35681300711824276,-0.054921516137374095,-0.5838977939791108,-0.7555103174818633,0.474275030951184,1
-0.9254229145438692,-1.1863803011448855,-0.37432810944709083,-0.06513985398981181,-0.22795621854848433,1
0.4758207540665189,-0.32178410079852865,0.5706263042431009,0.736898532255807,1.6811714048506348,1
